ingredient_id,name_cn,inci_name,cas_no,synonyms,use_purpose_2023,efficacy_2023,literature_evidence,efficacy_relation,mechanism_legacy,mechanism_id_1,reference_1,mechanism_id_2,reference_2
1328,吡咯烷酮羧酸 TEA 盐,TEA-PCA,,,保湿剂;皮肤保护剂,,,,,,,,
1332,蓖麻（RICINUS COMMUNIS）根提取物,RICINUS COMMUNIS (CASTOR) ROOT EXTRACT,,,芳香剂,,,,,,,,
1335,蓖麻醇酸甲酯,METHYL RICINOLEATE,,,润肤剂,,,,,,,,
1336,蓖麻醇酸酰胺 MEA 磺基琥珀酸酯二钠,DISODIUM RICINOLEAMIDO MEA-SULFOSUCCINATE,,,表面活性剂;清洁剂,,清洁,清洁,T2,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
1337,蓖麻醇酸酰胺丙基二甲基胺,RICINOLEAMIDOPROPYL DIMETHYLAMINE,,,抗静电剂;发用调理剂,,,,,,,,
1338,蓖麻醇酸酰胺丙基三甲基氯化铵,RICINOLEAMIDOPROPYLTRIMONIUM CHLORIDE,,,发用调理剂;抗静电剂,,,,,,,,
1339,蓖麻醇酸酰胺丙基乙基二甲基铵乙基硫酸盐,RICINOLEAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,,,抗静电剂;发用调理剂,,,,,,,,
1340,蓖麻醇酸锌,ZINC RICINOLEATE,,,芳香剂;除臭剂,,,,,,,,
1341,蓖麻油/IPDI 共聚物,CASTOR OIL/IPDI COPOLYMER,,,成膜剂,,,,,,,,
1342,蓖麻油/橄榄油酯类,CASTOR/OLIVE OIL ESTERS,,,润肤剂,,,,,,,,
1343,蓖麻油醇聚醚-40,RICINOLETH-40,,,表面活性剂;增溶剂;清洁剂,,,,,,,,
1344,蓖麻油磷酸酯,CASTOR OIL PHOSPHATE,,,乳化稳定剂,,,,,,,,
1345,蓖麻油酸钾,POTASSIUM CASTORATE,,,表面活性剂;乳化剂,,,,,,,,
1346,蓖麻油酸钠,SODIUM CASTORATE,,,清洁剂,,,,,,,,
1347,蓖麻油异硬脂酸酯琥珀酸酯,CASTOR ISOSTEARATE SUCCINATE,,,0,,,,,,,,
1360,扁叶香果兰（VANILLA PLANIFOLIA）果,VANILLA PLANIFOLIA FRUIT,,,芳香剂;皮肤保护剂,,,,,,,,
1363,苄索氯铵,BENZETHONIUM CHLORIDE,,,防腐剂;除臭剂,,,,,,,,
1365,变性乙醇,ALCOHOL DENAT.,,,溶剂;收敛剂,,,,,,,,
1375,冰片,BORNEOL,,,清凉剂;发用调理剂;芳香剂,,爽身,爽身,V2,JL120,https://zhuanlan.zhihu.com/p/670908029,,
1380,丙氨酸谷氨酸盐,ALANINE GLUTAMATE,,,0,,,,,,,,
1381,丙氨酰谷氨胺,ALANYL GLUTAMINE,,,保湿剂;润肤剂,,,,,,,,
1382,丙醇,PROPYL ALCOHOL,,,溶剂;消泡剂,,,,,,,,
1383,丙二醇,PROPYLENE GLYCOL,,,保湿剂;溶剂;发用调理剂;润肤剂,,保湿,保湿,/,JL1,"[1]余丽丽,朱雷,余佳丽.保湿因子与保湿化妆品[J].中国化妆品(行业),2009,(04):84-95. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=ZHZP200904031&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=nulG5mSIcmevwXz8qaeOOOtdbBJaeSVm4CeCbTQbYGf7zYmS3N1NJhcWyJNS4qXxuiVhBkaYlEWF6NIq8hf3sgQt7Af/B68vexekYonfNw+pLrT2ixwhoZ1smcq8mgNUnUZAfh38AVOVLMxQ80SaBHY/g4/2P9SjcBkMp+vAtw0=",JL2,"[1]余丽丽,朱雷,余佳丽.保湿因子与保湿化妆品[J].中国化妆品(行业),2009,(04):84-95. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=ZHZP200904031&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=nulG5mSIcmevwXz8qaeOOOtdbBJaeSVm4CeCbTQbYGf7zYmS3N1NJhcWyJNS4qXxuiVhBkaYlEWF6NIq8hf3sgQt7Af/B68vexekYonfNw+pLrT2ixwhoZ1smcq8mgNUnUZAfh38AVOVLMxQ80SaBHY/g4/2P9SjcBkMp+vAtw0="
1384,丙二醇蓖麻醇酸酯,PROPYLENE GLYCOL RICINOLEATE,,,乳化剂,,,,,,,,
1385,丙二醇单肉豆蔻醇醚乙酸酯,PROPYLENE GLYCOL MYRISTYL ETHER ACETATE,,,润肤剂,,,,,,,,
1386,丙二醇二苯甲酸酯,PROPYLENE GLYCOL DIBENZOATE,,,润肤剂;发用调理剂,,,,,,,,
1387,丙二醇二癸酸酯,PROPYLENE GLYCOL DICAPRATE,,,保湿剂;润肤剂,,,,,,,,
1388,丙二醇二壬酸酯,PROPYLENE GLYCOL DIPELARGONATE,,,润肤剂;增稠剂;乳化剂;粘度调节剂,,,,,,,,
1389,丙二醇二辛酸酯,PROPYLENE GLYCOL DICAPRYLATE,,,润肤剂;增稠剂;发用调理剂,,,,,,,,
1390,丙二醇二辛酸酯/二癸酸酯,PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE,,,润肤剂,,,,,,,,
1391,丙二醇二椰油酸酯,PROPYLENE GLYCOL DICOCOATE,,,润肤剂;乳化剂,,,,,,,,
1392,丙二醇二乙基己酸酯,PROPYLENE GLYCOL DIETHYLHEXANOATE,,,润肤剂,,,,,,,,
1393,丙二醇二硬脂酸酯,PROPYLENE GLYCOL DISTEARATE,,,珠光剂;润肤剂,,,,,,,,
1394,丙二醇二月桂酸酯,PROPYLENE GLYCOL DILAURATE,,,粘度调节剂;润肤剂,,,,,,,,
1395,丙二醇鲸蜡醇聚醚-3 乙酸酯,PROPYLENE GLYCOL CETETH-3 ACETATE,,,润肤剂,,,,,,,,
1396,丙二醇柠檬酸酯,PROPYLENE GLYCOL CITRATE,,,润肤剂,,,,,,,,
1397,丙二醇羟基硬脂酸酯,PROPYLENE GLYCOL HYDROXYSTEARATE,,,润肤剂,,,,,,,,
1398,丙二醇肉豆蔻酸酯,PROPYLENE GLYCOL MYRISTATE,,,乳化剂,,,,,,,,
1399,丙二醇辛酸酯,PROPYLENE GLYCOL CAPRYLATE,,,润肤剂,,,,,,,,
1400,丙二醇椰油酸酯,PROPYLENE GLYCOL COCOATE,,,乳化剂,,,,,,,,
1401,丙二醇异鲸蜡醇聚醚-3 乙酸酯,PROPYLENE GLYCOL ISOCETETH-3 ACETATE,,,表面活性剂;润肤剂,,,,,,,,
1402,丙二醇异硬脂酸酯,PROPYLENE GLYCOL ISOSTEARATE,,,表面活性剂;润肤剂;乳化剂;发用调理剂,,,,,,,,
1403,丙二醇硬脂酸酯,PROPYLENE GLYCOL STEARATE,,,表面活性剂;润肤剂;乳化剂,,,,,,,,
1404,丙二醇硬脂酸酯 SE,PROPYLENE GLYCOL STEARATE SE,,,乳化剂;清洁剂,,,,,,,,
1405,丙二醇油酸酯,PROPYLENE GLYCOL OLEATE,,,润肤剂;乳化剂,,,,,,,,
1406,丙二醇油酸酯 SE,PROPYLENE GLYCOL OLEATE SE,,,乳化剂,,,,,,,,
1407,丙二醇月桂酸酯,PROPYLENE GLYCOL LAURATE,,,润肤剂;发用调理剂;乳化剂;增稠剂,,,,,,,,
1408,丙二醇藻酸酯,PROPYLENE GLYCOL ALGINATE,,,增稠剂;粘合剂;保湿剂;粘度调节剂,,,,,,,,
1409,丙基三甲基氯化铵丙烯酰胺/二甲基丙烯酰胺共聚物,PROPYLTRIMONIUMCHLORIDE ACRYLAMIDE/DIMETHYLACRYLAMIDE COPOLYMER,,,抗静电剂;发用调理剂;发用定型剂,,,,,,,,
1410,丙帕锗,PROPAGERMANIUM,,,保湿剂,,,,,,,,
1411,丙酸,PROPIONIC ACID,,,防腐剂,,,,,,,,
1412,丙酸钙,CALCIUM PROPIONATE,,,防腐剂,,,,,,,,
1413,丙酸钠,SODIUM PROPIONATE,,,防腐剂,,,,,,,,
1414,丙酮,ACETONE,,,溶剂;变性剂,,,,,,,,
1416,丙酮酸钠,SODIUM PYRUVATE,,,保湿剂;润肤剂,,,,,,,,
1417,丙烷,PROPANE,,,推进剂,,,,,,,,
1418,丙烯腈/甲基丙烯腈/甲基丙烯酸甲酯共聚物,ACRYLONITRILE/METHACRYLONITRILE/METHYL METHACRYLATE COPOLYMER,,,吸附剂,,,,,,,,
1419,丙烯腈/甲基丙烯酸甲酯/偏二氯乙烯共聚物,ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER,,,助滑剂;成膜剂,,,,,,,,
1420,丙烯醛/丙烯酸共聚物,ACROLEIN/ACRYLIC ACID COPOLYMER,,,增稠剂,,,,,,,,
1421,丙烯酸（酯）类/C10-30 醇丙烯酸酯交联聚合物钾盐,POTASSIUM ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,,,增稠剂;成膜剂;乳化稳定剂;乳化剂,,,,,,,,
1422,丙烯酸（酯）类/C10-30 醇丙烯酸酯交联聚合物钠,SODIUM ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,,,成膜剂;增稠剂;乳化剂,,,,,,,,
1423,丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,,,增稠剂;乳化稳定剂;乳化剂;成膜剂,,,,,,,,
1424,丙烯酸（酯）类/C1-18 烷醇丙烯酸酯/C1-8 烷基丙烯酰胺/羟基乙基丙烯酸酯共聚物 AMP 盐,AMP-ACRYLATES/C1-18 ALKYL ACRYLATE/C1-8 ALKYL ACRYLAMIDE/HYDROXYETHYLACRYLATE COPOLYMER,,,烫发剂,,,,,,,,
1425,丙烯酸（酯）类/C1-18 烷醇丙烯酸酯/C1-8 烷基丙烯酰胺共聚物 AMP 盐,AMP-ACRYLATES/C1-18 ALKYL ACRYLATE/C1-8 ALKYL ACRYLAMIDE COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
1426,丙烯酸（酯）类/C12-22 烷醇甲基丙烯酸酯共聚物,ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER,,,成膜剂;增稠剂,,,,,,,,
1427,丙烯酸（酯）类/PEG-10 聚二甲基硅氧烷,ACRYLATES/PEG-10 DIMETHICONE,,,表面活性剂;润肤剂,,,,,,,,
1428,丙烯酸（酯）类/甲氧基 PEG-10 马来酸酯/苯乙烯共聚物,ACRYLATES/METHOXY PEG-10 MALEATE/STYRENE COPOLYMER,,,0,,,,,,,,
1429,丙烯酸（酯）类/VA 共聚物,ACRYLATES/VA COPOLYMER,,,溶剂;粘合剂;粘度调节剂;发用定型剂,,,,,,,,
1430,丙烯酸（酯）类/VP 共聚物,ACRYLATES/VP COPOLYMER,,,增稠剂;成膜剂;发用定型剂;粘合剂,,,,,,,,
1431,丙烯酸（酯）类/氨基丙烯酸酯类/C10-30 烷基 PEG-20 衣康酸酯共聚物,ACRYLATES/AMINOACRYLATES/C10-30 ALKYL PEG-20 ITACONATE COPOLYMER,,,乳化稳定剂,,,,,,,,
1432,丙烯酸（酯）类/氨基甲酸酯共聚物,ACRYLATES/CARBAMATE COPOLYMER,,,成膜剂;增稠剂;发用调理剂,,,,,,,,
1433,丙烯酸（酯）类/丙基聚三甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/PROPYL TRIMETHICONE METHACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1434,丙烯酸（酯）类/丙烯酸乙基己酯/聚二甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/ETHYLHEXYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,,,表面活性剂;成膜剂;增稠剂;分散剂;乳化稳定剂;填充剂;发用调理剂,,,,,,,,
1435,丙烯酸（酯）类/丙烯酸乙基己酯共聚物,ACRYLATES/ETHYLHEXYL ACRYLATE COPOLYMER,,,成膜剂;增稠剂,,,,,,,,
1436,丙烯酸（酯）类/丙烯酸乙基己酯共聚物钠,SODIUM ACRYLATES/ETHYLHEXYL ACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1437,丙烯酸（酯）类/丙烯酸乙基己酯交联聚合物,ACRYLATES/ETHYLHEXYL ACRYLATE CROSSPOLYMER,,,粘合剂;成膜剂,,,,,,,,
1438,丙烯酸（酯）类/丙烯酰胺共聚物,ACRYLATES/ACRYLAMIDE COPOLYMER,,,增稠剂;乳化剂;发用定型剂;成膜剂,,,,,,,,
1439,丙烯酸（酯）类/丙烯酰胺共聚物钠盐,SODIUM ACRYLATES/ACRYLAMIDE COPOLYMER,,,,,,,,,,,
1440,丙烯酸钠/丙烯酰氮共聚物,SODIUM ACRYLATE/ACRYLONITROGENS COPOLYMER,,,增稠剂;成膜剂;粘合剂,,,,,,,,
1441,丙烯酸（酯）类/琥珀酸 C1-2 酯类/羟基丙烯酸（酯）类共聚物,ACRYLATES/C1-2 SUCCINATES/HYDROXYACRYLATES COPOLYMER,,,发用定型剂,,,,,,,,
1442,丙烯酸（酯）类/甲基丙烯酸铵共聚物,ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER,,,成膜剂;增稠剂;粘合剂;抗静电剂,,,,,,,,
1443,丙烯酸（酯）类/甲基丙烯酸二甲基氨乙酯共聚物,ACRYLATES/DIMETHYLAMINOETHYL METHACRYLATE COPOLYMER,,,粘合剂;成膜剂,,,,,,,,
1444,丙烯酸（酯）类/甲基丙烯酸烯丙酯共聚物 AMP 盐,AMP-ACRYLATES/ALLYL METHACRYLATE COPOLYMER,,,发用定型剂;成膜剂,,,,,,,,
1445,丙烯酸（酯）类/甲氧基 PEG-15 甲基丙烯酸酯共聚物,ACRYLATES/METHOXY PEG-15 METHACRYLATE COPOLYMER,,,粘度调节剂,,,,,,,,
1446,丙烯酸（酯）类/鲸蜡醇聚醚-20 甲基丙烯酸酯共聚物,ACRYLATES/CETETH-20 METHACRYLATE COPOLYMER,,,粘度调节剂,,,,,,,,
1447,丙烯酸（酯）类/鲸蜡醇聚醚-20 衣康酸酯共聚物,ACRYLATES/CETETH-20 ITACONATE COPOLYMER,,,增稠剂,,,,,,,,
1448,丙烯酸（酯）类/聚二甲基硅氧烷醇丙烯酸酯共聚物,ACRYLATES/DIMETHICONOL ACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1449,丙烯酸（酯）类/聚二甲基硅氧烷共聚物,ACRYLATES/DIMETHICONE COPOLYMER,,,成膜剂;增稠剂;粘合剂,,,,,,,,
1450,丙烯酸（酯）类/聚三甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER,,,增稠剂;发用定型剂,,,,,,,,
1451,丙烯酸（酯）类/羟酯类丙烯酸（酯）类共聚物,ACRYLATES/HYDROXYESTERS ACRYLATES COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
1452,丙烯酸（酯）类/三（三甲硅氧基）甲硅烷基丙醇甲基丙烯酸酯共聚物,ACRYLATES/TRIS(TRIMETHYLSILOXY)SILYLPROPYL METHACRYLATE COPOLYMER,,,,,,,,,,,
1453,丙烯酸（酯）类/山嵛醇丙烯酸酯/聚二甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/BEHENYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,,,润肤剂;增稠剂,,,,,,,,
1454,丙烯酸（酯）类/山嵛醇聚醚-25 甲基丙烯酸酯共聚物,ACRYLATES/BEHENETH-25 METHACRYLATE COPOLYMER,,,增稠剂;抗静电剂,,,,,,,,
1455,丙烯酸（酯）类/十三醇丙烯酸酯/三乙氧基甲硅烷基丙醇甲基丙烯酸酯/聚二甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/TRIDECYL ACRYLATE/TRIETHOXYSILYLPROPYL METHACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,,,保湿剂;成膜剂,,,,,,,,
1456,丙烯酸（酯）类/叔丁基丙烯酰胺共聚物,ACRYLATES/T-BUTYLACRYLAMIDE COPOLYMER,,,发用定型剂;成膜剂,,,,,,,,
1457,丙烯酸（酯）类/双丙酮丙烯酰胺 AMP 盐,AMP-ACRYLATES/DIACETONEACRYLAMIDE COPOLYMER,,,发用定型剂;成膜剂,,,,,,,,
1458,丙烯酸（酯）类/双丙酮丙烯酰胺共聚物,ACRYLATES/DIACETONEACRYLAMIDE COPOLYMER,,,发用定型剂,,,,,,,,
1459,丙烯酸（酯）类/双羟丙基聚二甲基硅氧烷交联聚合物,ACRYLATES/BIS-HYDROXYPROPYL DIMETHICONE CROSSPOLYMER,,,增稠剂;发用定型剂,,,,,,,,
1460,丙烯酸（酯）类/辛基丙烯酰胺共聚物,ACRYLATES/OCTYLACRYLAMIDE COPOLYMER,,,成膜剂;发用定型剂;增稠剂,,,,,,,,
1461,丙烯酸（酯）类/新癸酸乙烯酯交联聚合物,ACRYLATES/VINYL NEODECANOATE CROSSPOLYMER,,,增稠剂;乳化稳定剂;粘度调节剂,,,,,,,,
1462,丙烯酸（酯）类/乙烯醇异癸酸酯交联聚合物钠,SODIUM ACRYLATES/VINYL ISODECANOATE CROSSPOLYMER,,,增稠剂,,,,,,,,
1463,丙烯酸（酯）类/乙酰乙酰氧乙醇甲基丙烯酸酯共聚物,ACRYLATES/ACETOACETOXYETHYL METHACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1464,丙烯酸（酯）类/异癸酸乙烯酯交联聚合物,ACRYLATES/VINYL ISODECANOATE CROSSPOLYMER,,,增稠剂;乳化稳定剂;成膜剂;粘度调节剂,,,,,,,,
1465,丙烯酸（酯）类/硬脂醇丙烯酸酯/聚二甲基硅氧烷甲基丙烯酸酯共聚物,ACRYLATES/STEARYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,,,成膜剂;增稠剂,,,,,,,,
1466,丙烯酸（酯）类/硬脂醇丙烯酸酯/乙胺氧化物甲基丙烯酸盐共聚物,ACRYLATES/STEARYL ACRYLATE/ETHYLAMINE OXIDE METHACRYLATE COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
1467,丙烯酸（酯）类/硬脂醇甲基丙烯酸酯共聚物,ACRYLATES/STEARYL METHACRYLATE COPOLYMER,,,增稠剂;乳化稳定剂,,,,,,,,
1468,丙烯酸（酯）类/硬脂醇聚醚-20 甲基丙烯酸酯共聚物,ACRYLATES/STEARETH-20 METHACRYLATE COPOLYMER,,,粘度调节剂;增稠剂,,,,,,,,
1469,丙烯酸（酯）类/硬脂醇聚醚-20 甲基丙烯酸酯交联聚合物,ACRYLATES/STEARETH-20 METHACRYLATE CROSSPOLYMER,,,增稠剂,,,,,,,,
1470,丙烯酸（酯）类/硬脂醇聚醚-20 衣康酸酯共聚物,ACRYLATES/STEARETH-20 ITACONATE COPOLYMER,,,增稠剂;发用定型剂,,,,,,,,
1471,丙烯酸（酯）类/月桂醇丙烯酸酯/硬脂醇丙烯酸酯/乙胺氧化物甲基丙烯酸盐共聚物,ACRYLATES/LAURYL ACRYLATE/STEARYL ACRYLATE/ETHYLAMINE OXIDE METHACRYLATE COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
1472,丙烯酸（酯）类/棕榈油醇聚醚-25 丙烯酸酯共聚物,ACRYLATES/PALMETH-25 ACRYLATE COPOLYMER,,,增稠剂,,,,,,,,
1473,丙烯酸（酯）类共聚物,ACRYLATES COPOLYMER,,,成膜剂;增稠剂;粘合剂;抗静电剂,,,,,,,,
1474,丙烯酸（酯）类共聚物 AMP 盐,AMP-ACRYLATES COPOLYMER,,,成膜剂,,,,,,,,
1475,丙烯酸（酯）类共聚物铵,AMMONIUM ACRYLATES COPOLYMER,,,成膜剂;粘合剂;抗静电剂,,,,,,,,
1476,丙烯酸（酯）类共聚物钠,SODIUM ACRYLATES COPOLYMER,,,增稠剂;成膜剂;粘合剂;乳化剂,,,,,,,,
1477,丙烯酸（酯）类交联聚合物,ACRYLATES CROSSPOLYMER,,,增稠剂;成膜剂,,,,,,,,
1478,丙烯酸（酯）类交联聚合物钠,SODIUM ACRYLATES CROSSPOLYMER,,,增稠剂,,,,,,,,
1479,丙烯酸（酯）类交联聚合物-2 钠,SODIUM ACRYLATES CROSSPOLYMER-2,,,增稠剂;吸附剂,,,,,,,,
1480,丙烯酸/MA 共聚物钠,SODIUM ACRYLIC ACID/MA COPOLYMER,,,粘度调节剂,,,,,,,,
1481,丙烯酸/VP 交联聚合物,ACRYLIC ACID/VP CROSSPOLYMER,,,增稠剂;悬浮剂,,,,,,,,
1482,丙烯酸/丙烯酸异丁酯/丙烯酸异龙脑酯共聚物,ACRYLIC ACID/ISOBUTYL ACRYLATE/ISOBORNYL ACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1483,丙烯酸/丙烯酰胺甲基丙烷磺酸共聚物,ACRYLIC ACID/ACRYLAMIDOMETHYL PROPANE SULFONIC ACID COPOLYMER,,,增稠剂,,,,,,,,
1484,丙烯酸/丙烯酰氮类共聚物,ACRYLIC ACID/ACRYLONITROGENS COPOLYMER,,,表面活性剂;粘合剂,,,,,,,,
1485,丙烯酸丁酯/甲基丙烯酸乙基己酯共聚物,BUTYL ACRYLATE/ETHYLHEXYL METHACRYLATE COPOLYMER,,,发用定型剂,,,,,,,,
1486,丙烯酸丁酯/羟丙基聚二甲基硅氧烷丙烯酸酯共聚物,BUTYL ACRYLATE/HYDROXYPROPYL DIMETHICONE ACRYLATE COPOLYMER,,,成膜剂;增稠剂;发用定型剂,,,,,,,,
1487,丙烯酸丁酯交联聚合物,BUTYL ACRYLATE CROSSPOLYMER,,,润肤剂,,,,,,,,
1488,丙烯酸钠/丙烯酰二甲基牛磺酸钠共聚物,SODIUM ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,,,增稠剂;乳化稳定剂;乳化剂,,,,,,,,
1489,丙烯酸钠/乙烯醇共聚物,SODIUM ACRYLATE/VINYL ALCOHOL COPOLYMER,,,成膜剂;增稠剂;抗静电剂;粘合剂,,,,,,,,
1490,丙烯酸羟乙酯/丙烯酸甲氧基乙酯/丙烯酸丁酯共聚物,HYDROXYETHYL/METHOXYETHYL ACRYLATE/BUTYL ACRYLATE COPOLYMER,,,增稠剂;成膜剂,,,,,,,,
1491,丙烯酸羟乙酯/丙烯酸甲氧基乙酯共聚物,HYDROXYETHYL ACRYLATE/METHOXYETHYL ACRYLATE COPOLYMER,,,乳化剂,,,,,,,,
1492,丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物,HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,,,增稠剂;乳化稳定剂;乳化剂;粘度调节剂,,,,,,,,
1493,丙烯酸乙基己酯/甲基丙烯酸甲酯共聚物,ETHYLHEXYL ACRYLATE/METHYL METHACRYLATE COPOLYMER,,,成膜剂,,,,,,,,
1494,丙烯酰胺/丙烯酸铵共聚物,ACRYLAMIDE/AMMONIUM ACRYLATE COPOLYMER,,,增稠剂;成膜剂;发用定型剂;粘合剂,,,,,,,,
1495,丙烯酰胺/丙烯酸钠共聚物,ACRYLAMIDE/SODIUM ACRYLATE COPOLYMER,,,增稠剂;成膜剂;抗静电剂,,,,,,,,
1496,丙烯酰胺/丙烯酰基二甲基牛磺酸钠/丙烯酸共聚物,ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE/ACRYLIC ACID COPOLYMER,,,发用定型剂,,,,,,,,
1497,丙烯酰胺/丙烯酰基二甲基牛磺酸钠共聚物,ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER,,,增稠剂;乳化稳定剂;乳化剂,,,,,,,,
1498,丙烯酰胺丙基三甲基氯化铵/丙烯酸（酯）类共聚物,ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ACRYLATES COPOLYMER,,,成膜剂,,,,,,,,
1499,丙烯酰胺丙基三甲基氯化铵/丙烯酰胺共聚物,ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ACRYLAMIDE COPOLYMER,,,发用调理剂;成膜剂;抗静电剂;增稠剂;发用定型剂,,,,,,,,
1500,丙烯酰胺类/DMAPA 丙烯酸（酯）类/甲氧基 PEG 甲基丙烯酸酯共聚物,ACRYLAMIDES/DMAPA ACRYLATES/METHOXY PEG METHACRYLATE COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
1501,丙烯酰胺类共聚物,ACRYLAMIDES COPOLYMER,,,增稠剂;成膜剂;抗静电剂,,,,,,,,
1502,丙烯酰二甲基牛磺酸铵/VP 共聚物,AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,,,增稠剂,,,,,,,,
1503,丙烯酰二甲基牛磺酸铵/山嵛醇聚醚-25 甲基丙烯酸酯交联聚合物,AMMONIUM ACRYLOYLDIMETHYLTAURATE/BEHENETH-25 METHACRYLATE CROSSPOLYMER,,,增稠剂;乳化稳定剂,,,,,,,,
1504,丙烯酰二甲基牛磺酸铵/硬脂醇聚醚-25 甲基丙烯酸酯交联聚合物,AMMONIUM ACRYLOYLDIMETHYLTAURATE/STEARETH-25 METHACRYLATE CROSSPOLYMER,,,乳化稳定剂;增稠剂,,,,,,,,
1505,丙烯酰二甲基牛磺酸铵/硬脂醇聚醚-8甲基丙烯酸酯共聚物,AMMONIUM ACRYLOYLDIMETHYLTAURATE/STEARETH-8 METHACRYLATE COPOLYMER,,,粘度调节剂,,,,,,,,
1506,丙烯酰二甲基牛磺酸钠/丙烯酰胺/VP 共聚物,SODIUM ACRYLOYLDIMETHYL TAURATE/ACRYLAMIDE/VP COPOLYMER,,,增稠剂,,,,,,,,
1507,丙烯酰二甲基牛磺酸钠/甲基丙烯酰胺月桂酸共聚物,SODIUM ACRYLOYLDIMETHYLTAURATE/METHACRYLAMIDOLAURIC ACID COPOLYMER,,,,,,,,,,,
1508,丙氧基羟基丙基硫代硫酸酯钠硅石,SODIUM PROPOXYHYDROXYPROPYL THIOSULFATE SILICA,,,填充剂;填充剂,,,,,,,,
1512,玻璃,GLASS,,,分散剂;着色剂;遮光剂;悬浮剂;磨砂剂,,,,,,,,
1515,玻璃苣籽油 PEG-7 聚二甲基硅氧烷酯类,BORAGE SEED OIL PEG-7 DIMETHICONE ESTERS,,,润肤剂;发用调理剂,,,,,,,,
1516,玻璃珠,GLASS BEADS,,,填充剂;悬浮剂;分散剂;珠光剂,,,,,,,,
1522,菠萝（ANANAS SATIVUS）茎粉,ANANAS SATIVUS (PINEAPPLE) STEM POWDER,,,填充剂;肤感调节剂,,,,,,,,
1527,泊洛沙胺 701,POLOXAMINE 701,,,乳化剂,,,,,,,,
1528,泊洛沙姆 101,POLOXAMER 101,,,乳化剂,,,,,,,,
1529,泊洛沙姆 124,POLOXAMER 124,,,增溶剂;清洁剂,,,,,,,,
1530,泊洛沙姆 182,POLOXAMER 182,,,清洁剂,,,,,,,,
1531,泊洛沙姆 184,POLOXAMER 184,,,表面活性剂;清洁剂;增溶剂;乳化剂,,卸妆,卸妆,U1,JL116,"[1]陈晓宇,李国伟,金旻.浅谈卸妆产品的研究进展[J].日用化学品科学,2023,46(03):48-52.https://kns.cnki.net/kcms2/article/abstract?v=Eo9-C_M6tLky3ZRBPQDR27XEkQC9Y4lcDeiEEchkw3cfYuebfG_ZkGhXHBytAZg1ZtsrvBj3OCN3bMv9JClwhpDmXm61ZjzbfN2O0ozOyZZVWLy8VzpkA6RQJq8ZZKkGSUGb6IiujB8pJzr3hnhpYg==&uniplatform=NZKPT&language=CHS",,
